total_cup_points,country_of_origin,altitude_mean_meters,latitude,longitude,country_cup_points_avg,avg_altitude_per_country,quality_category,country_entry_counts
81.58,Brazil,1260.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.58,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.58,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.58,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.58,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.58,Thailand,1499.9208,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
81.58,Costa Rica,1600.2,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.5,Nicaragua,1100.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
81.5,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.5,Taiwan,180.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.5,Myanmar,1219.2,22.0,98.0,80.89,1066.8,Medium Quality,3
81.5,Costa Rica,1200.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.5,Malawi,1599.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.5,Taiwan,900.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.5,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.5,Haiti,825.0,19.0,-72.42,77.17999999999999,883.36,Low Quality,6
81.5,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.5,Mexico,1150.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.5,Indonesia,1400.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
81.5,Brazil,125.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.5,Colombia,1450.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.42,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.42,Guatemala,1371.6,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.42,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.42,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.42,Taiwan,110.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.42,Malawi,1422.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.42,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.42,Guatemala,1550.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.42,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.42,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.42,Mexico,763.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.42,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.42,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.42,Colombia,1880.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.33,Honduras,1500.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.33,Mexico,1130.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.33,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.33,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.33,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.33,Philippines,1400.0,13.0,122.0,80.834,1280.0,Medium Quality,5
81.33,Malawi,1200.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.33,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.33,Mexico,1800.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.33,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.33,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.25,Taiwan,680.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.25,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.25,Nicaragua,1100.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
81.25,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.25,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.25,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.25,Taiwan,650.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.25,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.25,Mexico,1500.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.17,Nicaragua,1200.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
81.17,"Tanzania, United Republic of",1050.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.17,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.17,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.17,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.17,Thailand,1450.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
81.17,Philippines,1200.0,13.0,122.0,80.834,1280.0,Medium Quality,5
81.17,"Tanzania, United Republic of",1550.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.17,Malawi,995.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.17,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.17,Mexico,1800.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.17,Guatemala,1450.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.17,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.08,Brazil,695.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.08,Nicaragua,1100.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
81.08,United States,1706.88,38.0,-97.0,84.433,1866.8880000000001,Medium Quality,10
81.08,"Tanzania, United Republic of",1456.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.08,Costa Rica,1500.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.08,Puerto Rico,853.44,18.25,-66.5,81.72749999999999,853.44,Medium Quality,4
81.08,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.08,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.08,Mexico,1642.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.08,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.0,El Salvador,1450.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
81.0,Guatemala,3280.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.0,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.0,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.0,Taiwan,758.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.0,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.0,"Tanzania, United Republic of",1525.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.0,Uganda,1700.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
81.0,Taiwan,1100.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.0,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
81.0,Mexico,950.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.0,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.92,Taiwan,200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.92,Guatemala,1901.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.92,Kenya,1600.0,1.0,38.0,84.27130434782609,1502.3478260869565,Medium Quality,23
80.92,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.92,Myanmar,1066.8,22.0,98.0,80.89,1066.8,Medium Quality,3
80.92,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
80.92,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.92,Taiwan,550.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.92,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.92,Nicaragua,1050.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
80.92,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.92,Taiwan,900.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.92,Taiwan,688.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.92,Taiwan,300.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.92,Mexico,1186.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.83,Lao People's Democratic Republic,1300.0,18.0,105.0,81.83333333333333,1283.3333333333333,Medium Quality,3
80.83,Guatemala,1200.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.83,Mexico,1210.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.83,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.83,Mexico,100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.83,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
80.75,Guatemala,1706.88,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.75,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.75,Panama,1680.0,9.0,-80.0,83.7075,1515.0,Medium Quality,4
80.75,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.75,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.75,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
80.75,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.75,Haiti,1000.0,19.0,-72.42,77.17999999999999,883.36,Low Quality,6
80.67,Indonesia,1350.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
80.67,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.67,Costa Rica,185.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
80.67,Malawi,995.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
80.67,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.67,Colombia,1550.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
80.67,Guatemala,1550.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.58,"Tanzania, United Republic of",1400.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
80.58,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.58,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.58,Guatemala,1383.792,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.5,Taiwan,50.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.5,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.5,Honduras,1650.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.5,Mauritius,280.0,-20.28,57.55,80.5,280.0,Medium Quality,1
80.5,Brazil,1250.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.5,Brazil,1250.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.5,Guatemala,1859.28,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.5,Mexico,1450.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.42,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.42,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.42,El Salvador,1450.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
80.42,China,1700.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
80.42,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.42,Mexico,1050.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.42,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.33,Burundi,1700.0,-3.5,30.0,81.83,1790.0,Medium Quality,2
80.33,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
80.33,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.33,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.33,Mexico,940.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.25,Brazil,995.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.25,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.25,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.25,Myanmar,914.4,22.0,98.0,80.89,1066.8,Medium Quality,3
80.25,Nicaragua,900.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
80.25,Taiwan,700.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.25,Guatemala,1400.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.25,Mexico,808.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.17,Vietnam,1550.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
80.17,Nicaragua,1187.5,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
80.17,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
80.17,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.17,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.17,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.17,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.17,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
80.08,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
80.08,Taiwan,850.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.08,Taiwan,200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.08,Taiwan,150.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.08,Taiwan,250.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.08,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.08,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.0,Nicaragua,1250.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
80.0,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.0,Taiwan,250.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
80.0,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
80.0,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
80.0,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.92,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.83,Kenya,1500.0,1.0,38.0,84.27130434782609,1502.3478260869565,Medium Quality,23
79.83,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
79.83,Nicaragua,1250.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
79.83,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Taiwan,1000.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
79.75,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
79.75,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
79.75,Costa Rica,1100.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
79.75,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Mexico,1022.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Mexico,1450.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Mexico,1050.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.75,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.67,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
79.67,El Salvador,1250.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
79.67,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
79.67,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
79.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
79.67,Mexico,975.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
